Context,File Name,AudioLink,click,class,helper
Feeding,60176.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60176.wav,60176.wav,0,0.215592652
Feeding,6040.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6040.wav,6040.wav,0,0.147197974
Feeding,6048.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6048.wav,6048.wav,0,0.409900151
Feeding,60571.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60571.wav,60571.wav,0,0.994090208
Feeding,60573.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60573.wav,60573.wav,0,0.451849053
Feeding,60577.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60577.wav,60577.wav,0,0.728129008
Feeding,60580.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60580.wav,60580.wav,0,0.968090053
Feeding,60922.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60922.wav,60922.wav,0,0.89541928
Feeding,60928.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60928.wav,60928.wav,0,0.766423673
Feeding,60930.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60930.wav,60930.wav,0,0.402115627
Feeding,60944.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60944.wav,60944.wav,0,0.491903198
Feeding,60947.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60947.wav,60947.wav,0,0.530143518
Feeding,60953.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60953.wav,60953.wav,0,0.851455085
Feeding,6096.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6096.wav,6096.wav,0,0.816060812
Feeding,60987.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60987.wav,60987.wav,0,0.876289566
Feeding,60990.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\60990.wav,60990.wav,0,0.032657047
Feeding,61024.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61024.wav,61024.wav,0,0.805755481
Feeding,61315.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61315.wav,61315.wav,0,0.223638906
Feeding,61317.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61317.wav,61317.wav,0,0.558864495
Feeding,61320.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61320.wav,61320.wav,0,0.395396146
Feeding,61323.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61323.wav,61323.wav,0,0.866769968
Feeding,61324.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61324.wav,61324.wav,0,0.432622329
Feeding,61325.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61325.wav,61325.wav,0,0.637228658
Feeding,61326.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61326.wav,61326.wav,0,0.155310694
Feeding,61330.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61330.wav,61330.wav,0,0.52014946
Feeding,61335.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61335.wav,61335.wav,0,0.376267638
Feeding,61336.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61336.wav,61336.wav,0,0.776054225
Feeding,61356.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61356.wav,61356.wav,0,0.641545021
Feeding,61372.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61372.wav,61372.wav,0,0.147687995
Feeding,61383.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61383.wav,61383.wav,0,0.567209635
Feeding,61384.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61384.wav,61384.wav,0,0.663559785
Feeding,61388.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61388.wav,61388.wav,0,0.202086267
Feeding,61390.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61390.wav,61390.wav,0,0.757324415
Feeding,61391.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61391.wav,61391.wav,0,0.306660548
Feeding,61392.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61392.wav,61392.wav,0,0.514063031
Feeding,61421.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61421.wav,61421.wav,0,0.887288862
Feeding,6174.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6174.wav,6174.wav,0,0.813286237
Feeding,6175.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6175.wav,6175.wav,0,0.604851523
Feeding,61759.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61759.wav,61759.wav,0,0.56654654
Feeding,6177.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6177.wav,6177.wav,0,0.768821453
Feeding,61807.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61807.wav,61807.wav,0,0.102802839
Feeding,61825.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\61825.wav,61825.wav,0,0.921804764
Feeding,6219.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6219.wav,6219.wav,0,0.797633769
Feeding,622.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\622.wav,622.wav,0,0.305571831
Feeding,62332.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62332.wav,62332.wav,0,0.836981236
Feeding,62338.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62338.wav,62338.wav,0,0.683538921
Feeding,62373.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62373.wav,62373.wav,0,0.649969024
Feeding,62375.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62375.wav,62375.wav,0,0.579815936
Feeding,62393.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62393.wav,62393.wav,0,0.826836692
Feeding,6242.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6242.wav,6242.wav,0,0.363991503
Feeding,6264.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6264.wav,6264.wav,0,0.438033049
Feeding,6265.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6265.wav,6265.wav,0,0.877073609
Feeding,6268.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6268.wav,6268.wav,0,0.958306192
Feeding,628.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\628.wav,628.wav,0,0.941021125
Feeding,62820.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62820.wav,62820.wav,0,0.34426335
Feeding,62830.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62830.wav,62830.wav,0,0.042421261
Feeding,62833.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62833.wav,62833.wav,0,0.584514671
Feeding,62834.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62834.wav,62834.wav,0,0.309627322
Feeding,62853.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62853.wav,62853.wav,0,0.065104639
Feeding,62860.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62860.wav,62860.wav,0,0.62065568
Feeding,62865.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62865.wav,62865.wav,0,0.114366494
Feeding,62870.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62870.wav,62870.wav,0,0.414676302
Feeding,62904.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62904.wav,62904.wav,0,0.571968804
Feeding,62908.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62908.wav,62908.wav,0,0.769353139
Feeding,62917.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62917.wav,62917.wav,0,0.440382441
Feeding,62983.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62983.wav,62983.wav,0,0.192249711
Feeding,62984.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\62984.wav,62984.wav,0,0.747957345
Feeding,630.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\630.wav,630.wav,0,0.767661225
Feeding,632.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\632.wav,632.wav,0,0.841230391
Feeding,63357.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63357.wav,63357.wav,0,0.927815656
Feeding,63373.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63373.wav,63373.wav,0,0.467394466
Feeding,63377.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63377.wav,63377.wav,0,0.501465228
Feeding,63378.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63378.wav,63378.wav,0,0.446557294
Feeding,63385.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63385.wav,63385.wav,0,0.124433839
Feeding,634.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\634.wav,634.wav,0,0.306916312
Feeding,63665.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63665.wav,63665.wav,0,0.510973953
Feeding,63687.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63687.wav,63687.wav,0,0.226558523
Feeding,63725.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63725.wav,63725.wav,0,0.334644062
Feeding,63726.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63726.wav,63726.wav,0,0.91142597
Feeding,63727.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63727.wav,63727.wav,0,0.757241641
Feeding,63735.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63735.wav,63735.wav,0,0.559384729
Feeding,63736.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63736.wav,63736.wav,0,0.256336853
Feeding,63748.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63748.wav,63748.wav,0,0.124291166
Feeding,63750.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63750.wav,63750.wav,0,0.860116455
Feeding,63752.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63752.wav,63752.wav,0,0.492009751
Feeding,63753.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63753.wav,63753.wav,0,0.46152624
Feeding,63754.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63754.wav,63754.wav,0,0.109634632
Feeding,63755.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63755.wav,63755.wav,0,0.500930238
Feeding,63785.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63785.wav,63785.wav,0,0.618517011
Feeding,63787.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63787.wav,63787.wav,0,0.450223645
Feeding,63789.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63789.wav,63789.wav,0,0.352701819
Feeding,63794.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63794.wav,63794.wav,0,0.779445157
Feeding,63797.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63797.wav,63797.wav,0,0.543994309
Feeding,63818.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63818.wav,63818.wav,0,0.129255553
Feeding,63821.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63821.wav,63821.wav,0,0.932075643
Feeding,63822.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63822.wav,63822.wav,0,0.95539917
Feeding,63843.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63843.wav,63843.wav,0,0.18480011
Feeding,63846.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63846.wav,63846.wav,0,0.764583438
Feeding,63860.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\63860.wav,63860.wav,0,0.395010484
Feeding,6399.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6399.wav,6399.wav,0,0.285161168
Feeding,64047.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64047.wav,64047.wav,0,0.544862104
Feeding,64058.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64058.wav,64058.wav,0,0.956382774
Feeding,64065.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64065.wav,64065.wav,0,0.363307544
Feeding,64066.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64066.wav,64066.wav,0,0.784050945
Feeding,64067.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64067.wav,64067.wav,0,0.341284994
Feeding,64070.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64070.wav,64070.wav,0,0.160153219
Feeding,64071.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64071.wav,64071.wav,0,0.473514455
Feeding,64072.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64072.wav,64072.wav,0,0.254475786
Feeding,64073.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64073.wav,64073.wav,0,0.958832449
Feeding,64074.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64074.wav,64074.wav,0,0.312749465
Feeding,64079.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64079.wav,64079.wav,0,0.854367399
Feeding,64081.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64081.wav,64081.wav,0,0.059599978
Feeding,64088.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64088.wav,64088.wav,0,0.007337514
Feeding,64097.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64097.wav,64097.wav,0,0.747608423
Feeding,64105.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64105.wav,64105.wav,0,0.423225642
Feeding,64128.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64128.wav,64128.wav,0,0.309565076
Feeding,64143.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64143.wav,64143.wav,0,0.137100601
Feeding,64146.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64146.wav,64146.wav,0,0.213564757
Feeding,6428.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6428.wav,6428.wav,0,0.615574786
Feeding,6433.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6433.wav,6433.wav,0,0.927849302
Feeding,6434.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6434.wav,6434.wav,0,0.981158134
Feeding,6435.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6435.wav,6435.wav,0,0.015965726
Feeding,6438.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6438.wav,6438.wav,0,0.958123867
Feeding,64385.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64385.wav,64385.wav,0,0.150084643
Feeding,64386.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64386.wav,64386.wav,0,0.7171246
Feeding,64388.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64388.wav,64388.wav,0,0.742880962
Feeding,6451.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6451.wav,6451.wav,0,0.874600658
Feeding,64638.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64638.wav,64638.wav,0,0.963362706
Feeding,64639.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64639.wav,64639.wav,0,0.873851783
Feeding,64643.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64643.wav,64643.wav,0,0.556633456
Feeding,64650.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64650.wav,64650.wav,0,0.296380721
Feeding,64662.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64662.wav,64662.wav,0,0.750351388
Feeding,64666.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64666.wav,64666.wav,0,0.261577304
Feeding,64667.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64667.wav,64667.wav,0,0.148101163
Feeding,6471.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6471.wav,6471.wav,0,0.511006195
Feeding,6472.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6472.wav,6472.wav,0,0.318543717
Feeding,6473.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6473.wav,6473.wav,0,0.668942599
Feeding,6479.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6479.wav,6479.wav,0,0.985788227
Feeding,6480.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6480.wav,6480.wav,0,0.73017463
Feeding,6488.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6488.wav,6488.wav,0,0.540502729
Feeding,64956.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64956.wav,64956.wav,0,0.785154604
Feeding,64959.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64959.wav,64959.wav,0,0.645394576
Feeding,64961.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64961.wav,64961.wav,0,0.797636432
Feeding,64963.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64963.wav,64963.wav,0,0.102473975
Feeding,64969.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64969.wav,64969.wav,0,0.689930239
Feeding,64979.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64979.wav,64979.wav,0,0.182374026
Feeding,64980.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\64980.wav,64980.wav,0,0.663950373
Feeding,6502.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6502.wav,6502.wav,0,0.552908024
Feeding,6506.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6506.wav,6506.wav,0,0.281444793
Feeding,6507.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6507.wav,6507.wav,0,0.698038692
Feeding,65139.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65139.wav,65139.wav,0,0.244671958
Feeding,65140.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65140.wav,65140.wav,0,0.483858412
Feeding,65142.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65142.wav,65142.wav,0,0.490163028
Feeding,65147.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65147.wav,65147.wav,0,0.344767836
Feeding,65149.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65149.wav,65149.wav,0,0.091386205
Feeding,65150.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65150.wav,65150.wav,0,0.548339325
Feeding,65151.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65151.wav,65151.wav,0,0.583233807
Feeding,65160.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65160.wav,65160.wav,0,0.117375841
Feeding,65169.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65169.wav,65169.wav,0,0.053766895
Feeding,6522.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6522.wav,6522.wav,0,0.108787431
Feeding,65366.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65366.wav,65366.wav,0,0.68865041
Feeding,65370.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65370.wav,65370.wav,0,0.605082496
Feeding,65389.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65389.wav,65389.wav,0,0.166066267
Feeding,65391.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65391.wav,65391.wav,0,0.929624771
Feeding,65396.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65396.wav,65396.wav,0,0.088122141
Feeding,65417.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65417.wav,65417.wav,0,0.82440557
Feeding,65421.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65421.wav,65421.wav,0,0.114662563
Feeding,65432.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65432.wav,65432.wav,0,0.502905384
Feeding,65881.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65881.wav,65881.wav,0,0.024627447
Feeding,65882.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65882.wav,65882.wav,0,0.686612528
Feeding,65883.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65883.wav,65883.wav,0,0.952384126
Feeding,65886.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65886.wav,65886.wav,0,0.400854256
Feeding,65903.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\65903.wav,65903.wav,0,0.514848788
Feeding,66429.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\66429.wav,66429.wav,0,0.359358585
Feeding,66430.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\66430.wav,66430.wav,0,0.22041587
Feeding,66482.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\66482.wav,66482.wav,0,0.432355018
Feeding,6656.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6656.wav,6656.wav,0,0.42434629
Feeding,6659.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6659.wav,6659.wav,0,0.413763473
Feeding,6669.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6669.wav,6669.wav,0,0.797104845
Feeding,6673.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6673.wav,6673.wav,0,0.578717718
Feeding,6675.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6675.wav,6675.wav,0,0.005289874
Feeding,6677.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6677.wav,6677.wav,0,0.824034902
Feeding,6678.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6678.wav,6678.wav,0,0.620259858
Feeding,66858.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\66858.wav,66858.wav,0,0.311234694
Feeding,6686.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6686.wav,6686.wav,0,0.120306368
Feeding,6687.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6687.wav,6687.wav,0,0.160112127
Feeding,6690.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6690.wav,6690.wav,0,0.311098582
Feeding,66911.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\66911.wav,66911.wav,0,0.515139573
Feeding,66913.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\66913.wav,66913.wav,0,0.719862241
Feeding,66927.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\66927.wav,66927.wav,0,0.083311893
Feeding,6701.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6701.wav,6701.wav,0,0.804030178
Feeding,6704.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6704.wav,6704.wav,0,0.188926112
Feeding,6706.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6706.wav,6706.wav,0,0.136377223
Feeding,6724.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6724.wav,6724.wav,0,0.789399636
Feeding,6729.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\6729.wav,6729.wav,0,0.004295787
Feeding,67297.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\67297.wav,67297.wav,0,0.029118476
Feeding,67300.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\67300.wav,67300.wav,0,0.863688691
Feeding,67304.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\67304.wav,67304.wav,0,0.952413551
Feeding,67306.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\67306.wav,67306.wav,0,0.35970317
