Context,File Name
7,68330.wav
7,75713.wav
7,76345.wav
7,56282.wav
7,77062.wav
7,68789.wav
7,80967.wav
7,57668.wav
7,48979.wav
7,79245.wav
7,43699.wav
7,51239.wav
7,79299.wav
7,52850.wav
7,79257.wav
7,74130.wav
7,58121.wav
7,65541.wav
7,87375.wav
7,45132.wav
7,85994.wav
7,47262.wav
7,79271.wav
7,51241.wav
7,65549.wav
7,48395.wav
7,60411.wav
7,37833.wav
7,44046.wav
7,43696.wav
7,62350.wav
7,58613.wav
7,75340.wav
7,59868.wav
7,72894.wav
7,71634.wav
7,58108.wav
7,75674.wav
7,45156.wav
7,76910.wav
7,51606.wav
7,87549.wav
7,63609.wav
7,68408.wav
7,56636.wav
7,45109.wav
7,51252.wav
7,77273.wav
7,68650.wav
7,58253.wav
7,43693.wav
7,88638.wav
7,58571.wav
7,75987.wav
7,79551.wav
7,32274.wav
7,29896.wav
7,84777.wav
7,51809.wav
7,72257.wav
7,80138.wav
7,70897.wav
7,62518.wav
7,51795.wav
7,70992.wav
7,46347.wav
7,45137.wav
7,43822.wav
7,67434.wav
7,83177.wav
7,43695.wav
7,77629.wav
7,72927.wav
7,76808.wav
7,61930.wav
7,79871.wav
7,58255.wav
7,47003.wav
7,58145.wav
7,57689.wav
7,32924.wav
7,47131.wav
7,39974.wav
7,60031.wav
7,45104.wav
7,85932.wav
7,87551.wav
7,70993.wav
7,77151.wav
7,81255.wav
7,74666.wav
7,68657.wav
7,68989.wav
7,85590.wav
7,76572.wav
7,88626.wav
7,88625.wav
7,76908.wav
7,68311.wav
7,61918.wav
7,45121.wav
8,41506.wav
8,41512.wav
8,41548.wav
8,41586.wav
8,41951.wav
8,41967.wav
8,48918.wav
8,48921.wav
8,48925.wav
8,48927.wav
8,90165.wav
8,90208.wav
8,90279.wav
8,90540.wav
8,90644.wav
8,90752.wav
8,41506.wav
8,41512.wav
8,41548.wav
8,41586.wav
8,41951.wav
8,41967.wav
8,48918.wav
8,48921.wav
8,48925.wav
8,48927.wav
8,90165.wav
8,90208.wav
8,90279.wav
8,90540.wav
8,90644.wav
8,90752.wav
